identifiant_commande;identifiant_client;identifiant_produit;quantite;prix_unitaire;date
OR002526;CL000019;PR000011;41;33.64;2021-10-04
OR002527;CL000055;PR000013;43;3.61;2021-10-04
OR002528;CL000068;PR000001;3;2.51;2021-10-05
OR002529;CL000066;PR000008;2;28.62;2021-10-05
OR002530;CL000020;PR000027;1;32.47;2021-10-05
OR002531;CL000016;PR000008;15;28.06;2021-10-05
OR002532;CL000025;PR000014;19;34.41;2021-10-05
OR002533;CL000041;PR000031;5;10.28;2021-10-06
OR002534;CL000027;PR000010;28;20.86;2021-10-06
OR002535;CL000005;PR000023;40;11.66;2021-10-06
OR002536;CL000076;PR000016;11;6.64;2021-10-06
OR002537;CL000011;PR000016;35;6.64;2021-10-06
OR002538;CL000055;PR000003;34;26.28;2021-10-06
OR002539;CL000005;PR000003;30;26.28;2021-10-06
OR002540;CL000026;PR000001;19;2.31;2021-10-06
OR002541;CL000008;PR000009;48;13.98;2021-10-06
OR002542;CL000003;PR000008;16;28.06;2021-10-06
OR002543;CL000026;PR000009;37;14.26;2021-10-07
OR002544;CL000080;PR000015;21;17.66;2021-10-07
OR002545;CL000051;PR000001;11;2.41;2021-10-07
OR002546;CL000005;PR000001;47;2.31;2021-10-07
OR002547;CL000005;PR000027;28;31.83;2021-10-07
OR002548;CL000005;PR000004;50;9.03;2021-10-07
OR002549;CL000008;PR000009;6;14.26;2021-10-08
OR002550;CL000050;PR000027;48;31.83;2021-10-08
OR002551;CL000007;PR000015;44;16.97;2021-10-08
OR002552;CL000008;PR000014;27;31.17;2021-10-08
OR002553;CL000005;PR000028;28;2.48;2021-10-08
OR002554;CL000005;PR000016;30;6.38;2021-10-08
OR002555;CL000001;PR000021;48;33.63;2021-10-08
OR002556;CL000083;PR000015;25;18.01;2021-10-08
OR002557;CL000075;PR000013;13;3.83;2021-10-08
OR002558;CL000028;PR000006;49;26.23;2021-10-09
OR002559;CL000016;PR000008;16;28.06;2021-10-09
OR002560;CL000005;PR000002;3;13.92;2021-10-09
OR002561;CL000066;PR000010;15;21.28;2021-10-09
OR002562;CL000001;PR000008;12;28.62;2021-10-09
OR002563;CL000082;PR000013;22;4.07;2021-10-09
OR002564;CL000004;PR000003;12;26.28;2021-10-09
OR002565;CL000004;PR000010;9;20.86;2021-10-09
OR002566;CL000055;PR000021;41;33.63;2021-10-10
OR002567;CL000058;PR000014;10;34.41;2021-10-10
OR002568;CL000053;PR000027;15;32.47;2021-10-10
OR002569;CL000040;PR000030;45;12.1;2021-10-10
OR002570;CL000075;PR000001;22;2.41;2021-10-11
OR002571;CL000005;PR000018;44;7.66;2021-10-11
OR002572;CL000010;PR000003;35;26.28;2021-10-11
OR002573;CL000036;PR000007;39;24.02;2021-10-11
OR002574;CL000008;PR000028;25;2.53;2021-10-11
OR002575;CL000073;PR000001;27;2.46;2021-10-12
OR002576;CL000025;PR000027;36;31.83;2021-10-12
OR002577;CL000005;PR000014;38;30.56;2021-10-12
OR002578;CL000033;PR000006;43;25.72;2021-10-12
OR002579;CL000023;PR000023;9;12.37;2021-10-12
OR002580;CL000051;PR000003;14;27.35;2021-10-12
OR002581;CL000049;PR000008;8;28.62;2021-10-12
OR002582;CL000016;PR000028;45;2.53;2021-10-12
OR002583;CL000028;PR000003;18;27.9;2021-10-12
OR002584;CL000078;PR000013;17;3.83;2021-10-12
OR002585;CL000001;PR000028;27;2.53;2021-10-13
OR002586;CL000053;PR000004;43;9.58;2021-10-13
OR002587;CL000050;PR000001;28;2.36;2021-10-13
OR002588;CL000100;PR000017;13;25.42;2021-10-13
OR002589;CL000001;PR000019;42;22.5;2021-10-13
OR002590;CL000026;PR000010;22;20.86;2021-10-13
OR002591;CL000041;PR000027;43;31.83;2021-10-13
OR002592;CL000008;PR000010;8;20.86;2021-10-13
OR002593;CL000068;PR000028;22;2.58;2021-10-13
OR002594;CL000073;PR000013;23;3.99;2021-10-13
OR002595;CL000004;PR000003;50;26.28;2021-10-13
OR002596;CL000009;PR000009;43;15.14;2021-10-14
OR002597;CL000100;PR000008;16;28.62;2021-10-14
OR002598;CL000041;PR000015;41;17.31;2021-10-14
OR002599;CL000025;PR000005;36;10.62;2021-10-14
OR002600;CL000062;PR000013;45;3.83;2021-10-14
OR002601;CL000080;PR000019;42;23.41;2021-10-14
OR002602;CL000071;PR000001;41;2.41;2021-10-14
OR002603;CL000060;PR000015;43;17.66;2021-10-14
OR002604;CL000008;PR000029;13;26.85;2021-10-14
OR002605;CL000016;PR000011;46;33.64;2021-10-15
OR002606;CL000055;PR000009;2;14.26;2021-10-15
OR002607;CL000039;PR000015;49;16.64;2021-10-15
OR002608;CL000063;PR000003;50;26.81;2021-10-15
OR002609;CL000071;PR000008;9;28.62;2021-10-15
OR002610;CL000005;PR000006;13;20.69;2021-10-16
OR002611;CL000005;PR000008;49;27.51;2021-10-16
OR002612;CL000016;PR000024;31;11.81;2021-10-16
OR002613;CL000067;PR000028;24;2.58;2021-10-16
OR002614;CL000008;PR000016;2;6.38;2021-10-16
OR002615;CL000088;PR000027;14;31.83;2021-10-16
OR002616;CL000005;PR000016;33;6.38;2021-10-16
OR002617;CL000044;PR000010;22;21.28;2021-10-16
OR002618;CL000019;PR000008;36;28.06;2021-10-17
OR002619;CL000055;PR000020;40;14.79;2021-10-17
OR002620;CL000052;PR000011;24;33.64;2021-10-17
OR002621;CL000006;PR000003;41;27.35;2021-10-17
OR002622;CL000055;PR000006;44;22.39;2021-10-18
OR002623;CL000088;PR000024;19;12.29;2021-10-18
OR002624;CL000016;PR000014;20;31.17;2021-10-18
OR002625;CL000014;PR000009;38;14.84;2021-10-18
OR002626;CL000017;PR000029;5;26.85;2021-10-18
OR002627;CL000008;PR000018;2;7.81;2021-10-18
OR002628;CL000012;PR000005;43;10.62;2021-10-18
OR002629;CL000005;PR000009;48;13.98;2021-10-18
OR002630;CL000039;PR000030;2;12.1;2021-10-18
OR002631;CL000073;PR000016;11;6.77;2021-10-18
OR002632;CL000005;PR000029;50;26.85;2021-10-18
OR002633;CL000005;PR000008;7;26.97;2021-10-19
OR002634;CL000055;PR000012;1;14.98;2021-10-19
OR002635;CL000089;PR000015;28;18.01;2021-10-19
OR002636;CL000004;PR000019;18;22.5;2021-10-19
OR002637;CL000019;PR000028;38;2.53;2021-10-19
OR002638;CL000094;PR000001;30;2.51;2021-10-19
OR002639;CL000055;PR000009;22;14.26;2021-10-19
OR002640;CL000070;PR000011;47;33.64;2021-10-19
OR002641;CL000059;PR000009;1;15.14;2021-10-19
OR002642;CL000038;PR000031;42;10.28;2021-10-20
OR002643;CL000063;PR000007;31;24.02;2021-10-20
OR002644;CL000043;PR000015;21;17.66;2021-10-20
OR002645;CL000024;PR000018;19;7.97;2021-10-20
OR002646;CL000016;PR000013;6;3.54;2021-10-20
OR002647;CL000078;PR000002;17;14.2;2021-10-20
OR002648;CL000079;PR000012;18;15.28;2021-10-20
OR002649;CL000071;PR000024;21;12.05;2021-10-20
OR002650;CL000050;PR000001;21;2.36;2021-10-20
OR002651;CL000005;PR000005;19;10.62;2021-10-20
OR002652;CL000055;PR000020;35;14.79;2021-10-21
OR002653;CL000063;PR000001;13;2.36;2021-10-21
OR002654;CL000007;PR000006;50;24.25;2021-10-21
OR002655;CL000088;PR000006;32;24.25;2021-10-21
OR002656;CL000003;PR000027;9;31.83;2021-10-22
OR002657;CL000054;PR000006;33;24.25;2021-10-22
OR002658;CL000051;PR000004;28;9.39;2021-10-22
OR002659;CL000083;PR000003;23;28.46;2021-10-22
OR002660;CL000049;PR000020;23;14.79;2021-10-22
OR002661;CL000033;PR000023;36;13.13;2021-10-22
OR002662;CL000029;PR000006;35;24.25;2021-10-22
OR002663;CL000003;PR000004;13;9.21;2021-10-22
OR002664;CL000005;PR000015;13;15.68;2021-10-22
OR002665;CL000042;PR000017;13;25.42;2021-10-22
OR002666;CL000016;PR000013;24;3.54;2021-10-22
OR002667;CL000008;PR000027;44;31.83;2021-10-23
OR002668;CL000006;PR000016;9;6.64;2021-10-23
OR002669;CL000013;PR000016;4;6.38;2021-10-23
OR002670;CL000022;PR000002;38;14.2;2021-10-23
OR002671;CL000005;PR000023;1;11.66;2021-10-24
OR002672;CL000063;PR000009;50;14.84;2021-10-24
OR002673;CL000054;PR000006;11;24.25;2021-10-24
OR002674;CL000005;PR000003;49;26.28;2021-10-24
OR002675;CL000005;PR000003;29;26.28;2021-10-24
OR002676;CL000005;PR000019;25;21.63;2021-10-24
OR002677;CL000051;PR000001;6;2.41;2021-10-24
OR002678;CL000053;PR000014;25;34.41;2021-10-24
OR002679;CL000098;PR000024;40;12.29;2021-10-25
OR002680;CL000026;PR000013;25;3.54;2021-10-25
OR002681;CL000013;PR000018;19;7.97;2021-10-25
OR002682;CL000005;PR000006;46;20.69;2021-10-25
OR002683;CL000052;PR000007;23;24.02;2021-10-25
OR002684;CL000045;PR000012;37;15.28;2021-10-25
OR002685;CL000043;PR000008;8;28.62;2021-10-25
OR002686;CL000056;PR000016;32;6.51;2021-10-26
OR002687;CL000071;PR000030;25;12.1;2021-10-26
OR002688;CL000042;PR000009;9;15.14;2021-10-26
OR002689;CL000046;PR000006;44;26.23;2021-10-26
OR002690;CL000070;PR000018;45;8.29;2021-10-26
OR002691;CL000016;PR000023;41;11.89;2021-10-26
OR002692;CL000052;PR000002;10;13.92;2021-10-26
OR002693;CL000067;PR000013;50;3.99;2021-10-26
OR002694;CL000019;PR000020;7;14.79;2021-10-26
OR002695;CL000094;PR000002;46;14.2;2021-10-26
OR002696;CL000019;PR000009;42;14.26;2021-10-26
OR002697;CL000005;PR000001;30;2.31;2021-10-27
OR002698;CL000033;PR000015;47;18.01;2021-10-27
OR002699;CL000066;PR000019;8;22.95;2021-10-27
OR002700;CL000005;PR000009;27;13.71;2021-10-27
OR002701;CL000055;PR000013;5;3.61;2021-10-27
OR002702;CL000010;PR000015;38;15.99;2021-10-27
OR002703;CL000043;PR000006;41;24.73;2021-10-27
OR002704;CL000099;PR000005;1;10.62;2021-10-27
OR002705;CL000055;PR000016;14;6.38;2021-10-27
OR002706;CL000018;PR000014;44;;2021-10-27
OR002707;CL000049;PR000006;37;24.73;2021-10-28
OR002708;CL000005;PR000004;1;8.85;2021-10-28
OR002709;CL000075;PR000028;5;2.53;2021-10-28
OR002710;CL000002;PR000009;24;14.84;2021-10-28
OR002711;CL000022;PR000016;19;6.77;2021-10-28
OR002712;CL000019;PR000010;42;20.86;2021-10-28
OR002713;CL000026;PR000004;11;9.21;2021-10-28
OR002714;CL000002;PR000028;3;2.53;2021-10-28
OR002715;CL000051;PR000014;19;34.41;2021-10-29
OR002716;CL000016;PR000012;37;14.98;2021-10-29
OR002717;CL000005;PR000008;39;27.51;2021-10-29
OR002718;CL000005;PR000031;37;10.08;2021-10-29
OR002719;CL000015;PR000020;10;14.79;2021-10-29
OR002720;CL000013;PR000008;15;28.06;2021-10-29
OR002721;CL000010;PR000013;22;3.61;2021-10-29
OR002722;CL000013;PR000011;22;33.64;2021-10-29
OR002723;CL000094;PR000016;16;6.77;2021-10-29
OR002724;CL000055;PR000015;49;15.99;2021-10-30
OR002725;CL000050;PR000009;40;14.84;2021-10-30
OR002726;CL000088;PR000014;25;34.41;2021-10-30
OR002727;CL000016;PR000019;23;22.06;2021-10-30
OR002728;CL000025;PR000014;12;34.41;2021-10-30
OR002729;CL000008;PR000016;6;6.38;2021-10-30
OR002730;CL000091;PR000030;18;12.1;2021-10-30
OR002731;CL000057;PR000004;11;9.77;2021-10-31
OR002732;CL000016;PR000023;27;11.89;2021-10-31
OR002733;CL000062;PR000019;32;23.41;2021-10-31
OR002734;CL000005;PR000001;29;2.26;2021-10-31
OR002735;CL000014;PR000015;27;16.64;2021-10-31
OR002736;CL000059;PR000023;26;13.13;2021-10-31
OR002737;CL000069;PR000004;26;9.58;2021-10-31
OR002738;CL000008;PR000013;50;3.54;2021-10-31
OR002739;CL000013;PR000004;15;9.21;2021-10-31
OR002740;CL000017;PR000015;42;16.97;2021-10-31
OR002741;CL000065;PR000008;41;28.62;2021-10-31
OR002742;CL000011;PR000006;18;24.73;2021-10-31
OR002743;CL000050;PR000010;42;20.86;2021-11-01
OR002744;CL000052;PR000013;47;3.68;2021-11-01
OR002745;CL000040;PR000004;25;9.39;2021-11-01
OR002746;CL000051;PR000017;45;25.42;2021-11-01
OR002747;CL000014;PR000008;20;28.62;2021-11-01
OR002748;CL000003;PR000018;43;7.81;2021-11-01
OR002749;CL000053;PR000030;24;12.1;2021-11-01
OR002750;CL000044;PR000015;14;16.64;2021-11-01
OR002751;CL000055;PR000031;4;10.08;2021-11-02
OR002752;CL000005;PR000001;30;2.31;2021-11-02
OR002753;CL000055;PR000029;12;26.85;2021-11-02
OR002754;CL000089;PR000008;39;28.62;2021-11-02
OR002755;CL000019;PR000014;36;31.79;2021-11-02
OR002756;CL000055;PR000008;39;28.06;2021-11-02
OR002757;CL000050;PR000028;32;2.53;2021-11-02
OR002758;CL000008;PR000008;22;28.06;2021-11-02
OR002759;CL000002;PR000014;24;32.43;2021-11-03
OR002760;CL000055;PR000031;15;10.08;2021-11-03
OR002761;CL000077;PR000004;43;9.77;2021-11-03
OR002762;CL000081;PR000010;16;21.71;2021-11-03
OR002763;CL000013;PR000016;27;6.38;2021-11-03
OR002764;CL000016;PR000009;17;13.98;2021-11-03
OR002765;CL000003;PR000003;19;26.28;2021-11-03
OR002766;CL000008;PR000002;42;13.92;2021-11-03
OR002767;CL000005;PR000011;4;33.64;2021-11-04
OR002768;CL000006;PR000027;27;31.83;2021-11-04
OR002769;CL000036;PR000006;1;24.73;2021-11-04
OR002770;CL000004;PR000014;26;31.17;2021-11-04
OR002771;CL000024;PR000028;40;;2021-11-04
OR002772;CL000003;PR000020;45;14.79;2021-11-04
OR002773;CL000008;PR000016;3;6.38;2021-11-05
OR002774;CL000057;PR000006;49;25.72;2021-11-05
OR002775;CL000021;PR000010;43;21.28;2021-11-05
OR002776;CL000081;PR000028;43;2.58;2021-11-05
OR002777;CL000033;PR000005;40;10.62;2021-11-05
OR002778;CL000005;PR000018;12;7.66;2021-11-05
OR002779;CL000008;PR000009;33;13.98;2021-11-05
OR002780;CL000072;PR000012;22;15.28;2021-11-05
OR002781;CL000001;PR000009;17;14.84;2021-11-05
OR002782;CL000005;PR000017;10;24.43;2021-11-06
OR002783;CL000019;PR000026;49;11.15;2021-11-06
OR002784;CL000051;PR000021;40;33.63;2021-11-06
OR002785;CL000037;PR000009;38;15.14;2021-11-06
OR002786;CL000051;PR000018;24;8.29;2021-11-06
OR002787;CL000027;PR000003;17;27.35;2021-11-06
OR002788;CL000008;PR000003;47;26.28;2021-11-06
OR002789;CL000031;PR000015;47;17.66;2021-11-06
OR002790;CL000062;PR000022;4;30.19;2021-11-06
OR002791;CL000001;PR000001;50;2.36;2021-11-06
OR002792;CL000098;PR000020;16;14.79;2021-11-07
OR002793;CL000031;PR000011;24;33.64;2021-11-07
OR002794;CL000016;PR000007;21;24.02;2021-11-07
OR002795;CL000026;PR000008;23;28.06;2021-11-07
OR002796;CL000018;PR000009;30;15.14;2021-11-07
OR002797;CL000076;PR000015;13;17.66;2021-11-07
OR002798;CL000047;PR000017;18;25.42;2021-11-07
OR002799;CL000005;PR000001;4;2.31;2021-11-07
OR002800;CL000036;PR000027;5;31.83;2021-11-07
OR002801;CL000085;PR000015;21;18.01;2021-11-07
OR002802;CL000003;PR000001;2;2.31;2021-11-07
OR002803;CL000062;PR000023;35;13.13;2021-11-08
OR002804;CL000011;PR000027;8;31.83;2021-11-08
OR002805;CL000026;PR000013;20;3.54;2021-11-08
OR002806;CL000092;PR000008;35;28.62;2021-11-08
OR002807;CL000066;PR000027;26;31.83;2021-11-08
OR002808;CL000031;PR000014;11;34.41;2021-11-08
OR002809;CL000052;PR000008;35;28.62;2021-11-08
OR002810;CL000005;PR000001;23;2.31;2021-11-08
OR002811;CL000091;PR000028;12;2.58;2021-11-08
OR002812;CL000001;PR000003;6;26.28;2021-11-09
OR002813;CL000005;PR000011;5;33.64;2021-11-09
OR002814;CL000039;PR000004;15;9.39;2021-11-09
OR002815;CL000005;PR000006;30;20.69;2021-11-09
OR002816;CL000002;PR000011;42;33.64;2021-11-09
OR002817;CL000043;PR000018;26;8.29;2021-11-10
OR002818;CL000016;PR000024;50;12.05;2021-11-10
OR002819;CL000003;PR000019;49;22.5;2021-11-10
OR002820;CL000003;PR000027;29;31.83;2021-11-10
OR002821;CL000016;PR000018;44;7.66;2021-11-10
OR002822;CL000085;PR000009;10;15.14;2021-11-10
OR002823;CL000058;PR000018;31;8.29;2021-11-10
OR002824;CL000005;PR000011;38;33.64;2021-11-10
OR002825;CL000047;PR000015;6;18.01;2021-11-10
OR002826;CL000028;PR000016;41;6.77;2021-11-11
OR002827;CL000039;PR000008;17;28.62;2021-11-11
OR002828;CL000035;PR000027;12;32.47;2021-11-11
OR002829;CL000040;PR000001;8;2.41;2021-11-11
OR002830;CL000050;PR000015;3;15.99;2021-11-11
OR002831;CL000075;PR000003;1;27.35;2021-11-11
OR002832;CL000073;PR000020;27;14.79;2021-11-11
OR002833;CL000100;PR000008;31;28.62;2021-11-11
OR002834;CL000005;PR000027;2;31.83;2021-11-11
OR002835;CL000017;PR000008;39;28.62;2021-11-12
OR002836;CL000063;PR000014;40;32.43;2021-11-12
OR002837;CL000094;PR000002;6;14.2;2021-11-13
OR002838;CL000008;PR000014;24;31.17;2021-11-13
OR002839;CL000006;PR000009;16;14.84;2021-11-13
OR002840;CL000039;PR000006;18;24.25;2021-11-13
OR002841;CL000005;PR000016;12;6.38;2021-11-13
OR002842;CL000097;PR000023;50;13.13;2021-11-13
OR002843;CL000016;PR000005;2;10.62;2021-11-13
OR002844;CL000087;PR000003;35;27.9;2021-11-13
OR002845;CL000034;PR000015;18;16.97;2021-11-14
OR002846;CL000026;PR000001;4;2.31;2021-11-14
OR002847;CL000011;PR000027;3;31.83;2021-11-14
OR002848;CL000005;PR000017;20;24.43;2021-11-14
OR002849;CL000008;PR000024;4;12.05;2021-11-14
OR002850;CL000041;PR000008;5;28.62;2021-11-14
OR002851;CL000011;PR000004;42;9.39;2021-11-14
OR002852;CL000050;PR000027;15;31.83;2021-11-14
OR002853;CL000008;PR000008;33;28.06;2021-11-14
OR002854;CL000062;PR000027;38;31.83;2021-11-14
OR002855;CL000013;PR000013;6;3.61;2021-11-14
OR002856;CL000005;PR000017;8;24.43;2021-11-15
OR002857;CL000026;PR000010;37;20.86;2021-11-15
OR002858;CL000094;PR000008;15;28.62;2021-11-15
OR002859;CL000005;PR000022;14;30.19;2021-11-15
OR002860;CL000063;PR000009;15;14.84;2021-11-15
OR002861;CL000073;PR000018;2;8.29;2021-11-15
OR002862;CL000010;PR000014;5;31.79;2021-11-15
OR002863;CL000013;PR000015;42;15.99;2021-11-15
OR002864;CL000016;PR000019;4;21.63;2021-11-15
OR002865;CL000052;PR000028;44;2.53;2021-11-15
OR002866;CL000044;PR000012;38;15.28;2021-11-15
OR002867;CL000030;PR000003;14;27.35;2021-11-16
OR002868;CL000001;PR000028;32;2.53;2021-11-16
OR002869;CL000055;PR000015;18;15.99;2021-11-16
OR002870;CL000003;PR000028;12;2.53;2021-11-16
OR002871;CL000027;PR000004;33;9.39;2021-11-16
OR002872;CL000032;PR000008;9;28.62;2021-11-16
OR002873;CL000093;PR000027;36;33.78;2021-11-16
OR002874;CL000005;PR000004;31;9.03;2021-11-16
OR002875;CL000026;PR000027;23;31.83;2021-11-17
OR002876;CL000008;PR000015;17;15.99;2021-11-17
OR002877;CL000005;PR000018;30;7.66;2021-11-17
OR002878;CL000084;PR000012;10;15.28;2021-11-17
OR002879;CL000042;PR000013;13;3.75;2021-11-17
OR002880;CL000065;PR000009;22;15.14;2021-11-17
OR002881;CL000046;PR000028;43;2.58;2021-11-17
OR002882;CL000032;PR000001;24;2.41;2021-11-17
OR002883;CL000055;PR000006;38;22.39;2021-11-18
OR002884;CL000003;PR000013;26;3.61;2021-11-18
OR002885;CL000071;PR000015;42;16.31;2021-11-18
OR002886;CL000084;PR000003;25;27.9;2021-11-18
OR002887;CL000029;PR000001;7;2.41;2021-11-18
OR002888;CL000005;PR000004;18;8.85;2021-11-18
OR002889;CL000026;PR000011;24;33.64;2021-11-19
OR002890;CL000016;PR000012;1;14.98;2021-11-19
OR002891;CL000010;PR000014;14;31.79;2021-11-19
OR002892;CL000027;PR000013;12;3.75;2021-11-19
OR002893;CL000014;PR000010;13;20.86;2021-11-19
OR002894;CL000088;PR000007;30;24.02;2021-11-19
OR002895;CL000063;PR000004;41;9.39;2021-11-19
OR002896;CL000003;PR000014;17;31.17;2021-11-19
OR002897;CL000092;PR000008;33;28.62;2021-11-19
OR002898;CL000018;PR000013;35;3.75;2021-11-19
OR002899;CL000008;PR000027;13;31.83;2021-11-19
OR002900;CL000095;PR000013;7;4.07;2021-11-19
OR002901;CL000055;PR000031;50;10.08;2021-11-19
OR002902;CL000055;PR000013;37;3.61;2021-11-19
OR002903;CL000055;PR000031;21;10.08;2021-11-19
OR002904;CL000032;PR000030;39;12.1;2021-11-19
OR002905;CL000061;PR000009;48;15.14;2021-11-20
OR002906;CL000021;PR000006;30;24.73;2021-11-20
OR002907;CL000016;PR000030;10;12.1;2021-11-20
OR002908;CL000085;PR000001;16;2.51;2021-11-20
OR002909;CL000001;PR000006;26;23.77;2021-11-20
OR002910;CL000005;PR000003;19;26.28;2021-11-20
OR002911;CL000052;PR000009;43;14.84;2021-11-20
OR002912;CL000026;PR000016;21;6.38;2021-11-20
OR002913;CL000068;PR000008;36;28.62;2021-11-20
OR002914;CL000027;PR000027;12;31.83;2021-11-21
OR002915;CL000097;PR000006;1;24.73;2021-11-21
OR002916;CL000052;PR000004;14;9.39;2021-11-21
OR002917;CL000026;PR000009;17;14.26;2021-11-21
OR002918;CL000073;PR000002;22;14.2;2021-11-21
OR002919;CL000013;PR000028;32;2.53;2021-11-21
OR002920;CL000008;PR000026;34;10.93;2021-11-22
OR002921;CL000094;PR000019;40;23.41;2021-11-22
OR002922;CL000044;PR000004;32;9.39;2021-11-22
OR002923;CL000051;PR000030;46;12.1;2021-11-22
OR002924;CL000013;PR000004;13;9.21;2021-11-22
OR002925;CL000074;PR000017;46;25.42;2021-11-22
OR002926;CL000100;PR000020;40;14.79;2021-11-22
OR002927;CL000063;PR000009;2;14.84;2021-11-22
OR002928;CL000003;PR000029;15;26.85;2021-11-22
OR002929;CL000093;PR000002;24;14.48;2021-11-22
OR002930;CL000010;PR000017;11;24.92;2021-11-23
OR002931;CL000013;PR000030;8;12.1;2021-11-23
OR002932;CL000013;PR000001;9;2.36;2021-11-23
OR002933;CL000068;PR000012;18;15.28;2021-11-23
OR002934;CL000052;PR000001;16;2.41;2021-11-23
OR002935;CL000039;PR000028;40;2.53;2021-11-23
OR002936;CL000050;PR000028;44;2.53;2021-11-23
OR002937;CL000076;PR000016;40;6.64;2021-11-23
OR002938;CL000019;PR000008;10;28.06;2021-11-23
OR002939;CL000042;PR000006;8;24.25;2021-11-23
OR002940;CL000006;PR000016;48;6.64;2021-11-23
OR002941;CL000016;PR000028;4;2.53;2021-11-23
OR002942;CL000030;PR000009;38;15.14;2021-11-24
OR002943;CL000055;PR000030;29;12.1;2021-11-24
OR002944;CL000094;PR000030;42;12.1;2021-11-24
OR002945;CL000056;PR000013;48;3.61;2021-11-24
OR002946;CL000080;PR000016;50;6.64;2021-11-24
OR002947;CL000066;PR000001;23;2.41;2021-11-24
OR002948;CL000002;PR000004;5;9.39;2021-11-24
OR002949;CL000001;PR000002;46;13.92;2021-11-25
OR002950;CL000008;PR000004;7;;2021-11-25
OR002951;CL000050;PR000003;6;26.28;2021-11-25
OR002952;CL000042;PR000023;25;12.37;2021-11-25
OR002953;CL000078;PR000004;40;9.39;2021-11-25
OR002954;CL000056;PR000025;37;26.41;2021-11-25
OR002955;CL000082;PR000010;50;21.28;2021-11-25
OR002956;CL000052;PR000030;34;12.1;2021-11-25
OR002957;CL000008;PR000028;38;2.53;2021-11-25
OR002958;CL000043;PR000003;6;27.35;2021-11-26
OR002959;CL000005;PR000018;27;7.66;2021-11-26
OR002960;CL000026;PR000024;23;12.05;2021-11-26
OR002961;CL000050;PR000016;49;6.38;2021-11-26
OR002962;CL000090;PR000025;34;26.41;2021-11-26
OR002963;CL000009;PR000007;13;24.02;2021-11-26
OR002964;CL000039;PR000008;39;28.62;2021-11-26
OR002965;CL000003;PR000027;3;31.83;2021-11-26
OR002966;CL000036;PR000017;18;25.42;2021-11-26
OR002967;CL000065;PR000019;43;23.41;2021-11-26
OR002968;CL000079;PR000028;13;2.58;2021-11-26
OR002969;CL000055;PR000001;50;2.31;2021-11-26
OR002970;CL000055;PR000020;29;14.79;2021-11-27
OR002971;CL000026;PR000012;24;14.98;2021-11-27
OR002972;CL000016;PR000015;36;15.99;2021-11-27
OR002973;CL000055;PR000020;23;14.79;2021-11-27
OR002974;CL000010;PR000001;38;2.36;2021-11-27
OR002975;CL000048;PR000024;7;12.29;2021-11-27
